"NDCNUM","THRCLDS","THRDTDS","ROADS"
"55175407206","Antibiot, Tetracyclines","Doxycycline","Oral"
"55175407207","Antibiot, Tetracyclines","Doxycycline","Oral"
"55175407503","Antibiot, Tetracyclines","Minocycline","Oral"
"55175415400","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175415401","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175415408","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418000","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418001","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418002","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418003","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418004","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418005","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418006","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175418008","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55175426901","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55175427101","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55175427105","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55175427401","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55175428001","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55175439901","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55175440805","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55175442701","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55175442705","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55175442801","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55175442805","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55175521904","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175522006","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175522501","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175522601","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175522602","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175522603","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55175526502","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55175526601","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55175526605","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55175602001","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55175602101","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289000404","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289000414","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289000810","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289000820","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289001901","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001906","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001915","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001921","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001924","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001930","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001940","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001960","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289001997","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002004","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002006","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002009","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002014","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002015","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002021","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002024","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002028","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002040","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002042","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002050","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002056","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002060","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002063","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289002110","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289002114","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289002120","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289002128","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289002301","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002310","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002320","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002328","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002330","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002340","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002404","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002407","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002410","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002420","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002428","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002430","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002440","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002497","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55289002504","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289002520","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289002528","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289002530","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289002540","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289002720","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289003106","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289003110","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289003114","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289003120","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289003210","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289004314","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289005040","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289005115","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55289005130","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55289005606","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289005610","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289005614","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289005620","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289005701","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005706","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005710","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005715","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005717","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005720","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005724","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005728","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005730","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005740","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005797","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005801","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005804","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005808","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005810","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005814","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005817","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005820","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005821","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005824","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005828","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005830","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005840","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289005856","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289007120","Antibiot, Penicillins","Penicillin V","Oral"
"55289007503","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289007540","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289007556","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289008120","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55289009410","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289009420","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289009430","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289009440","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289010701","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010702","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010706","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010710","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010712","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010714","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010717","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010720","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010728","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010730","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010740","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010750","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010756","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010760","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010779","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010790","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289010793","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289011003","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011009","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011020","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011028","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011030","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011040","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011056","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011120","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011128","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011140","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011156","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011180","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011201","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011204","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011210","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011215","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011220","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011228","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011240","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011256","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011297","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289011298","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289012006","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289017201","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017208","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017221","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017228","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017230","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017256","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017297","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289017912","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289017928","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289017940","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018206","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018209","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018214","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018230","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018240","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018290","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289018612","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018614","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018620","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018621","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018628","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289018640","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289019328","Urinary Anti-Infectives, NEC","Nalidixic Acid","Oral"
"55289020114","Antibiot, Tetracyclines","Minocycline","Oral"
"55289020120","Antibiot, Tetracyclines","Minocycline","Oral"
"55289020130","Antibiot, Tetracyclines","Minocycline","Oral"
"55289020230","Antibiot, Tetracyclines","Minocycline","Oral"
"55289020310","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020312","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020314","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020320","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020328","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020330","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020340","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289020420","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"55289020610","Antibiot, Penicillins","Penicillin V","Oral"
"55289020620","Antibiot, Penicillins","Penicillin V","Oral"
"55289020628","Antibiot, Penicillins","Penicillin V","Oral"
"55289020630","Antibiot, Penicillins","Penicillin V","Oral"
"55289020640","Antibiot, Penicillins","Penicillin V","Oral"
"55289020656","Antibiot, Penicillins","Penicillin V","Oral"
"55289020697","Antibiot, Penicillins","Penicillin V","Oral"
"55289020704","Antibiot, Penicillins","Penicillin V","Oral"
"55289020715","Antibiot, Penicillins","Penicillin V","Oral"
"55289020720","Antibiot, Penicillins","Penicillin V","Oral"
"55289020728","Antibiot, Penicillins","Penicillin V","Oral"
"55289020730","Antibiot, Penicillins","Penicillin V","Oral"
"55289020740","Antibiot, Penicillins","Penicillin V","Oral"
"55289021728","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289021740","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289023230","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"55289023560","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289024015","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289024209","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289024215","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289024221","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289025601","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025610","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025612","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025620","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025628","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025640","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025660","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025690","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289025697","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289027402","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289027403","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289027407","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289029615","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289029630","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289031004","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289031006","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289031014","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289033310","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289033320","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289033324","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289035510","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289037040","Antibiot, Penicillins","Cloxacillin","Oral"
"55289037207","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289037210","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289037214","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289037220","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289037297","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289038504","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289038530","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289039002","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039010","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039020","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039028","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039079","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039302","Antibiot, Cephalosporin & Rel.","Cefpodoxime Proxetil","Oral"
"55289039830","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289040510","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289040514","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289040520","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289042621","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289042630","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289044104","Antibiotics, Misc","Clindamycin","Oral"
"55289044115","Antibiotics, Misc","Clindamycin","Oral"
"55289044117","Antibiotics, Misc","Clindamycin","Oral"
"55289044120","Antibiotics, Misc","Clindamycin","Oral"
"55289044128","Antibiotics, Misc","Clindamycin","Oral"
"55289044130","Antibiotics, Misc","Clindamycin","Oral"
"55289044140","Antibiotics, Misc","Clindamycin","Oral"
"55289044142","Antibiotics, Misc","Clindamycin","Oral"
"55289044156","Antibiotics, Misc","Clindamycin","Oral"
"55289044180","Antibiotics, Misc","Clindamycin","Oral"
"55289044197","Antibiotics, Misc","Clindamycin","Oral"
"55289044601","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044610","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044612","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044614","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044616","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044620","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044628","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044630","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044640","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044656","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289044660","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289049412","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289049498","Antibiot, Tetracyclines","Tetracycline","Oral"
"55289049712","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"55289049720","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"55289050216","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289050230","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289050260","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289051210","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289051214","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289051228","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289051728","Antibiot, Penicillins","Cloxacillin","Oral"
"55289051740","Antibiot, Penicillins","Cloxacillin","Oral"
"55289052104","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052106","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052108","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052109","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052110","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052114","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052117","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052121","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052125","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052128","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052130","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052140","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052179","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55289052521","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289052530","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289052540","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289052542","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289052563","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289054210","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55289058240","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289058910","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289058914","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289058920","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289058928","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"55289059210","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289059220","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289059228","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289059240","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289059297","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55289059714","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289059720","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289059728","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289060815","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289060821","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289060830","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"55289061240","Antibiot, Penicillins","Penicillin V","Oral"
"55289064501","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064520","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064528","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064530","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064540","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064556","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289064580","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070502","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070506","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070515","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070516","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070520","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070528","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070530","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070540","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070556","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289070720","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289070728","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289072720","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289072730","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289074602","Anti-Infectives, Misc","Trimethoprim & Comb.","Oral"
"55289074606","Anti-Infectives, Misc","Trimethoprim & Comb.","Oral"
"55289074610","Anti-Infectives, Misc","Trimethoprim & Comb.","Oral"
"55289074930","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55289076710","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289076714","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289076720","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289076721","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289076728","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289076730","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289081321","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289081330","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289082202","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289082206","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289082210","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289082214","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289082220","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289083120","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55289084506","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289084520","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
