COND,DX,ICD,ICD_DESC
UTI,B3741,0,Candidal cystitis and urethritis
UTI,B3749,0,Other urogenital candidiasis
UTI,B3749,0,Other urogenital candidiasis
Intestinal infection,B3782,0,Candidal enteritis
Intestinal infection,B3782,0,Candidal enteritis
Pneumonia,B380,0,Acute pulmonary coccidioidomycosis
Pneumonia,B380,0,Acute pulmonary coccidioidomycosis
Pneumonia,B381,0,Chronic pulmonary coccidioidomycosis
Pneumonia,B381,0,Chronic pulmonary coccidioidomycosis
Pneumonia,B382,0,"Pulmonary coccidioidomycosis, unspecified"
Pneumonia,B382,0,"Pulmonary coccidioidomycosis, unspecified"
Pneumonia,B390,0,Acute pulmonary histoplasmosis capsulati
Pneumonia,B390,0,Acute pulmonary histoplasmosis capsulati
Pneumonia,B391,0,Chronic pulmonary histoplasmosis capsulati
Pneumonia,B391,0,Chronic pulmonary histoplasmosis capsulati
Pneumonia,B392,0,"Pulmonary histoplasmosis capsulati, unspecified"
Pneumonia,B392,0,"Pulmonary histoplasmosis capsulati, unspecified"
Pneumonia,B583,0,Pulmonary toxoplasmosis
Pneumonia,B583,0,Pulmonary toxoplasmosis
Pneumonia,B59,0,Pneumocystosis
Pneumonia,B59,0,Pneumocystosis
Pneumonia,B7781,0,Ascariasis pneumonia
Pneumonia,B7781,0,Ascariasis pneumonia
Bacterial infection (other),B950,0,"Streptococcus, group A, as the cause of diseases classified elsewhere"
Bacterial infection (other),B951,0,"Streptococcus, group B, as the cause of diseases classified elsewhere"
Bacterial infection (other),B952,0,Enterococcus as the cause of diseases classified elsewhere
Bacterial infection (other),B953,0,Streptococcus pneumoniae as the cause of diseases classified elsewhere
Bacterial infection (other),B954,0,Other streptococcus as the cause of diseases classified elsewhere
Bacterial infection (other),B955,0,Unspecified streptococcus as the cause of diseases classified elsewhere
Bacterial infection (other),B9561,0,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere
Bacterial infection (other),B9562,0,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere
Bacterial infection (other),B957,0,Other staphylococcus as the cause of diseases classified elsewhere
Bacterial infection (other),B958,0,Unspecified staphylococcus as the cause of diseases classified elsewhere
Bacterial infection (other),B960,0,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere
Bacterial infection (other),B961,0,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere
Bacterial infection (other),B9620,0,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
Bacterial infection (other),B9621,0,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere
Bacterial infection (other),B9622,0,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
Bacterial infection (other),B9623,0,Unspecified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
Bacterial infection (other),B9629,0,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere
Bacterial infection (other),B963,0,Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere
Bacterial infection (other),B964,0,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
Bacterial infection (other),B965,0,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
Bacterial infection (other),B966,0,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere
Bacterial infection (other),B967,0,Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere
Bacterial infection (other),B9681,0,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
Bacterial infection (other),B9682,0,Vibrio vulnificus as the cause of diseases classified elsewhere
Bacterial infection (other),B9689,0,Other specified bacterial agents as the cause of diseases classified elsewhere
Viral infection,B970,0,Adenovirus as the cause of diseases classified elsewhere
Viral infection,B9710,0,Unspecified enterovirus as the cause of diseases classified elsewhere
Viral infection,B9711,0,Coxsackievirus as the cause of diseases classified elsewhere
Viral infection,B9712,0,Echovirus as the cause of diseases classified elsewhere
Viral infection,B9719,0,Other enterovirus as the cause of diseases classified elsewhere
Viral infection,B9721,0,SARS-associated coronavirus as the cause of diseases classified elsewhere
Viral infection,B9729,0,Other coronavirus as the cause of diseases classified elsewhere
Viral infection,B9730,0,Unspecified retrovirus as the cause of diseases classified elsewhere
Viral infection,B9731,0,Lentivirus as the cause of diseases classified elsewhere
Viral infection,B9732,0,Oncovirus as the cause of diseases classified elsewhere
Viral infection,B9733,0,"Human T-cell lymphotrophic virus, type I [HTLV-I] as the cause of diseases classified elsewhere"
Viral infection,B9734,0,"Human T-cell lymphotrophic virus, type II [HTLV-II] as the cause of diseases classified elsewhere"
Viral infection,B9739,0,Other retrovirus as the cause of diseases classified elsewhere
Viral infection,B974,0,Respiratory syncytial virus as the cause of diseases classified elsewhere
Viral infection,B975,0,Reovirus as the cause of diseases classified elsewhere
Viral infection,B976,0,Parvovirus as the cause of diseases classified elsewhere
Viral infection,B977,0,Papillomavirus as the cause of diseases classified elsewhere
Viral infection,B9781,0,Human metapneumovirus as the cause of diseases classified elsewhere
Viral infection,B9789,0,Other viral agents as the cause of diseases classified elsewhere
Bacterial infection (other),G000,0,Hemophilus meningitis
Bacterial infection (other),G000,0,Hemophilus meningitis
Bacterial infection (other),G001,0,Pneumococcal meningitis
Bacterial infection (other),G001,0,Pneumococcal meningitis
Bacterial infection (other),G002,0,Streptococcal meningitis
Bacterial infection (other),G002,0,Streptococcal meningitis
Bacterial infection (other),G003,0,Staphylococcal meningitis
Bacterial infection (other),G003,0,Staphylococcal meningitis
Bacterial infection (other),G008,0,Other bacterial meningitis
Bacterial infection (other),G008,0,Other bacterial meningitis
Bacterial infection (other),G009,0,"Bacterial meningitis, unspecified"
Bacterial infection (other),G009,0,"Bacterial meningitis, unspecified"
Bacterial infection (other),G01,0,Meningitis in bacterial diseases classified elsewhere
Bacterial infection (other),G01,0,Meningitis in bacterial diseases classified elsewhere
Bacterial infection (other),G042,0,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
Bacterial infection (other),G042,0,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
SSTI,H05011,0,Cellulitis of right orbit
SSTI,H05011,0,Cellulitis of right orbit
SSTI,H05012,0,Cellulitis of left orbit
SSTI,H05012,0,Cellulitis of left orbit
SSTI,H05013,0,Cellulitis of bilateral orbits
SSTI,H05013,0,Cellulitis of bilateral orbits
SSTI,H05019,0,Cellulitis of unspecified orbit
SSTI,H05019,0,Cellulitis of unspecified orbit
Otitis media,H6500,0,"Acute serous otitis media, unspecified ear"
Otitis media,H6501,0,"Acute serous otitis media, right ear"
Otitis media,H6502,0,"Acute serous otitis media, left ear"
Otitis media,H6503,0,"Acute serous otitis media, bilateral"
Otitis media,H6504,0,"Acute serous otitis media, recurrent, right ear"
Otitis media,H6505,0,"Acute serous otitis media, recurrent, left ear"
Otitis media,H6506,0,"Acute serous otitis media, recurrent, bilateral"
Otitis media,H6507,0,"Acute serous otitis media, recurrent, unspecified ear"
Otitis media,H65111,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), right ear"
Otitis media,H65111,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), right ear"
Otitis media,H65112,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), left ear"
Otitis media,H65112,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), left ear"
Otitis media,H65113,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), bilateral"
Otitis media,H65113,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), bilateral"
Otitis media,H65114,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, right ear"
Otitis media,H65114,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, right ear"
Otitis media,H65115,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, left ear"
Otitis media,H65115,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, left ear"
Otitis media,H65116,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, bilateral"
Otitis media,H65116,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, bilateral"
Otitis media,H65117,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, unspecified ear"
Otitis media,H65117,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, unspecified ear"
Otitis media,H65119,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear"
Otitis media,H65119,0,"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear"
Otitis media,H65191,0,"Other acute nonsuppurative otitis media, right ear"
Otitis media,H65192,0,"Other acute nonsuppurative otitis media, left ear"
Otitis media,H65193,0,"Other acute nonsuppurative otitis media, bilateral"
Otitis media,H65194,0,"Other acute nonsuppurative otitis media, recurrent, right ear"
Otitis media,H65195,0,"Other acute nonsuppurative otitis media, recurrent, left ear"
Otitis media,H65196,0,"Other acute nonsuppurative otitis media, recurrent, bilateral"
Otitis media,H65197,0,"Other acute nonsuppurative otitis media recurrent, unspecified ear"
Otitis media,H65199,0,"Other acute nonsuppurative otitis media, unspecified ear"
Otitis media,H6520,0,"Chronic serous otitis media, unspecified ear"
Otitis media,H6521,0,"Chronic serous otitis media, right ear"
Otitis media,H6522,0,"Chronic serous otitis media, left ear"
Otitis media,H6523,0,"Chronic serous otitis media, bilateral"
Otitis media,H6530,0,"Chronic mucoid otitis media, unspecified ear"
Otitis media,H6531,0,"Chronic mucoid otitis media, right ear"
Otitis media,H6532,0,"Chronic mucoid otitis media, left ear"
Otitis media,H6533,0,"Chronic mucoid otitis media, bilateral"
Otitis media,H65411,0,"Chronic allergic otitis media, right ear"
Otitis media,H65411,0,"Chronic allergic otitis media, right ear"
Otitis media,H65412,0,"Chronic allergic otitis media, left ear"
Otitis media,H65412,0,"Chronic allergic otitis media, left ear"
Otitis media,H65413,0,"Chronic allergic otitis media, bilateral"
Otitis media,H65413,0,"Chronic allergic otitis media, bilateral"
Otitis media,H65419,0,"Chronic allergic otitis media, unspecified ear"
Otitis media,H65419,0,"Chronic allergic otitis media, unspecified ear"
Otitis media,H65491,0,"Other chronic nonsuppurative otitis media, right ear"
Otitis media,H65492,0,"Other chronic nonsuppurative otitis media, left ear"
Otitis media,H65493,0,"Other chronic nonsuppurative otitis media, bilateral"
Otitis media,H65499,0,"Other chronic nonsuppurative otitis media, unspecified ear"
Otitis media,H6590,0,"Unspecified nonsuppurative otitis media, unspecified ear"
Otitis media,H6591,0,"Unspecified nonsuppurative otitis media, right ear"
Otitis media,H6592,0,"Unspecified nonsuppurative otitis media, left ear"
Otitis media,H6593,0,"Unspecified nonsuppurative otitis media, bilateral"
Otitis media,H66001,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, right ear"
Otitis media,H66002,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, left ear"
Otitis media,H66003,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, bilateral"
Otitis media,H66004,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, right ear"
Otitis media,H66005,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, left ear"
Otitis media,H66006,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, bilateral"
Otitis media,H66007,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, unspecified ear"
Otitis media,H66009,0,"Acute suppurative otitis media without spontaneous rupture of ear drum, unspecified ear"
Otitis media,H66011,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, right ear"
Otitis media,H66012,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, left ear"
Otitis media,H66013,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, bilateral"
Otitis media,H66014,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, right ear"
Otitis media,H66015,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, left ear"
Otitis media,H66016,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, bilateral"
Otitis media,H66017,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, recurrent, unspecified ear"
Otitis media,H66019,0,"Acute suppurative otitis media with spontaneous rupture of ear drum, unspecified ear"
Otitis media,H6610,0,"Chronic tubotympanic suppurative otitis media, unspecified"
Otitis media,H6611,0,"Chronic tubotympanic suppurative otitis media, right ear"
Otitis media,H6612,0,"Chronic tubotympanic suppurative otitis media, left ear"
Otitis media,H6613,0,"Chronic tubotympanic suppurative otitis media, bilateral"
Otitis media,H6620,0,"Chronic atticoantral suppurative otitis media, unspecified ear"
Otitis media,H6621,0,"Chronic atticoantral suppurative otitis media, right ear"
Otitis media,H6622,0,"Chronic atticoantral suppurative otitis media, left ear"
Otitis media,H6623,0,"Chronic atticoantral suppurative otitis media, bilateral"
Otitis media,H663X1,0,"Other chronic suppurative otitis media, right ear"
Otitis media,H663X2,0,"Other chronic suppurative otitis media, left ear"
Otitis media,H663X3,0,"Other chronic suppurative otitis media, bilateral"
Otitis media,H663X9,0,"Other chronic suppurative otitis media, unspecified ear"
Otitis media,H6640,0,"Suppurative otitis media, unspecified, unspecified ear"
Otitis media,H6641,0,"Suppurative otitis media, unspecified, right ear"
Otitis media,H6642,0,"Suppurative otitis media, unspecified, left ear"
Otitis media,H6643,0,"Suppurative otitis media, unspecified, bilateral"
Otitis media,H6690,0,"Otitis media, unspecified, unspecified ear"
Otitis media,H6691,0,"Otitis media, unspecified, right ear"
Otitis media,H6692,0,"Otitis media, unspecified, left ear"
Otitis media,H6693,0,"Otitis media, unspecified, bilateral"
Otitis media,H671,0,"Otitis media in diseases classified elsewhere, right ear"
Otitis media,H672,0,"Otitis media in diseases classified elsewhere, left ear"
Otitis media,H673,0,"Otitis media in diseases classified elsewhere, bilateral"
Otitis media,H679,0,"Otitis media in diseases classified elsewhere, unspecified ear"
Bacterial infection (other),I00,0,Rheumatic fever without heart involvement
Bacterial infection (other),I00,0,Rheumatic fever without heart involvement
Bacterial infection (other),I029,0,Rheumatic chorea without heart involvement
Bacterial infection (other),I029,0,Rheumatic chorea without heart involvement
URI (other),J00,0,Acute nasopharyngitis [common cold]
Sinusitis,J0100,0,"Acute maxillary sinusitis, unspecified"
Sinusitis,J0101,0,Acute recurrent maxillary sinusitis
Sinusitis,J0110,0,"Acute frontal sinusitis, unspecified"
Sinusitis,J0111,0,Acute recurrent frontal sinusitis
Sinusitis,J0120,0,"Acute ethmoidal sinusitis, unspecified"
Sinusitis,J0121,0,Acute recurrent ethmoidal sinusitis
Sinusitis,J0130,0,"Acute sphenoidal sinusitis, unspecified"
Sinusitis,J0131,0,Acute recurrent sphenoidal sinusitis
Sinusitis,J0140,0,"Acute pansinusitis, unspecified"
Sinusitis,J0141,0,Acute recurrent pansinusitis
Sinusitis,J0180,0,Other acute sinusitis
Sinusitis,J0181,0,Other acute recurrent sinusitis
Sinusitis,J0190,0,"Acute sinusitis, unspecified"
Sinusitis,J0191,0,"Acute recurrent sinusitis, unspecified"
Strep pharyngitis,J020,0,Streptococcal pharyngitis
Strep pharyngitis,J020,0,Streptococcal pharyngitis
URI (other),J028,0,Acute pharyngitis due to other specified organisms
URI (other),J029,0,"Acute pharyngitis, unspecified"
Bacterial infection (other),J0300,0,"Acute streptococcal tonsillitis, unspecified"
Bacterial infection (other),J0300,0,"Acute streptococcal tonsillitis, unspecified"
Bacterial infection (other),J0301,0,Acute recurrent streptococcal tonsillitis
Bacterial infection (other),J0301,0,Acute recurrent streptococcal tonsillitis
URI (other),J040,0,Acute laryngitis
URI (other),J0410,0,Acute tracheitis without obstruction
URI (other),J0411,0,Acute tracheitis with obstruction
URI (other),J042,0,Acute laryngotracheitis
URI (other),J0430,0,"Supraglottitis, unspecified, without obstruction"
URI (other),J0431,0,"Supraglottitis, unspecified, with obstruction"
URI (other),J050,0,Acute obstructive laryngitis [croup]
URI (other),J0510,0,Acute epiglottitis without obstruction
URI (other),J0511,0,Acute epiglottitis with obstruction
URI (other),J060,0,Acute laryngopharyngitis
URI (other),J069,0,"Acute upper respiratory infection, unspecified"
Pneumonia,J09X1,0,Influenza due to identified novel influenza A virus with pneumonia
Pneumonia,J09X1,0,Influenza due to identified novel influenza A virus with pneumonia
Influenza,J09X2,0,Influenza due to identified novel influenza A virus with other respiratory manifestations
Influenza,J09X3,0,Influenza due to identified novel influenza A virus with gastrointestinal manifestations
Influenza,J09X9,0,Influenza due to identified novel influenza A virus with other manifestations
Pneumonia,J1000,0,Influenza due to other identified influenza virus with unspecified type of pneumonia
Pneumonia,J1000,0,Influenza due to other identified influenza virus with unspecified type of pneumonia
Pneumonia,J1001,0,Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia
Pneumonia,J1001,0,Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia
Pneumonia,J1008,0,Influenza due to other identified influenza virus with other specified pneumonia
Pneumonia,J1008,0,Influenza due to other identified influenza virus with other specified pneumonia
Influenza,J101,0,Influenza due to other identified influenza virus with other respiratory manifestations
Influenza,J102,0,Influenza due to other identified influenza virus with gastrointestinal manifestations
Influenza,J1081,0,Influenza due to other identified influenza virus with encephalopathy
Influenza,J1081,0,Influenza due to other identified influenza virus with encephalopathy
Influenza,J1082,0,Influenza due to other identified influenza virus with myocarditis
Influenza,J1082,0,Influenza due to other identified influenza virus with myocarditis
Otitis media,J1083,0,Influenza due to other identified influenza virus with otitis media
Otitis media,J1083,0,Influenza due to other identified influenza virus with otitis media
Influenza,J1089,0,Influenza due to other identified influenza virus with other manifestations
Pneumonia,J1100,0,Influenza due to unidentified influenza virus with unspecified type of pneumonia
Pneumonia,J1100,0,Influenza due to unidentified influenza virus with unspecified type of pneumonia
Pneumonia,J1108,0,Influenza due to unidentified influenza virus with specified pneumonia
Pneumonia,J1108,0,Influenza due to unidentified influenza virus with specified pneumonia
Influenza,J111,0,Influenza due to unidentified influenza virus with other respiratory manifestations
Influenza,J112,0,Influenza due to unidentified influenza virus with gastrointestinal manifestations
Influenza,J1181,0,Influenza due to unidentified influenza virus with encephalopathy
Influenza,J1181,0,Influenza due to unidentified influenza virus with encephalopathy
Influenza,J1182,0,Influenza due to unidentified influenza virus with myocarditis
Influenza,J1182,0,Influenza due to unidentified influenza virus with myocarditis
Otitis media,J1183,0,Influenza due to unidentified influenza virus with otitis media
Otitis media,J1183,0,Influenza due to unidentified influenza virus with otitis media
Influenza,J1189,0,Influenza due to unidentified influenza virus with other manifestations
Pneumonia,J120,0,Adenoviral pneumonia
Pneumonia,J120,0,Adenoviral pneumonia
Pneumonia,J121,0,Respiratory syncytial virus pneumonia
Pneumonia,J121,0,Respiratory syncytial virus pneumonia
Pneumonia,J122,0,Parainfluenza virus pneumonia
Pneumonia,J122,0,Parainfluenza virus pneumonia
Pneumonia,J123,0,Human metapneumovirus pneumonia
Pneumonia,J123,0,Human metapneumovirus pneumonia
Pneumonia,J1281,0,Pneumonia due to SARS-associated coronavirus
Pneumonia,J1281,0,Pneumonia due to SARS-associated coronavirus
Pneumonia,J1289,0,Other viral pneumonia
Pneumonia,J1289,0,Other viral pneumonia
Pneumonia,J129,0,"Viral pneumonia, unspecified"
Pneumonia,J129,0,"Viral pneumonia, unspecified"
Pneumonia,J13,0,Pneumonia due to Streptococcus pneumoniae
Pneumonia,J13,0,Pneumonia due to Streptococcus pneumoniae
Pneumonia,J14,0,Pneumonia due to Hemophilus influenzae
Pneumonia,J14,0,Pneumonia due to Hemophilus influenzae
Pneumonia,J150,0,Pneumonia due to Klebsiella pneumoniae
Pneumonia,J150,0,Pneumonia due to Klebsiella pneumoniae
Pneumonia,J151,0,Pneumonia due to Pseudomonas
Pneumonia,J151,0,Pneumonia due to Pseudomonas
Pneumonia,J1520,0,"Pneumonia due to staphylococcus, unspecified"
Pneumonia,J1520,0,"Pneumonia due to staphylococcus, unspecified"
Pneumonia,J15211,0,Pneumonia due to Methicillin susceptible Staphylococcus aureus
Pneumonia,J15211,0,Pneumonia due to Methicillin susceptible Staphylococcus aureus
Pneumonia,J15212,0,Pneumonia due to Methicillin resistant Staphylococcus aureus
Pneumonia,J15212,0,Pneumonia due to Methicillin resistant Staphylococcus aureus
Pneumonia,J1529,0,Pneumonia due to other staphylococcus
Pneumonia,J1529,0,Pneumonia due to other staphylococcus
Pneumonia,J153,0,"Pneumonia due to streptococcus, group B"
Pneumonia,J153,0,"Pneumonia due to streptococcus, group B"
Pneumonia,J154,0,Pneumonia due to other streptococci
Pneumonia,J154,0,Pneumonia due to other streptococci
Pneumonia,J155,0,Pneumonia due to Escherichia coli
Pneumonia,J155,0,Pneumonia due to Escherichia coli
Pneumonia,J156,0,Pneumonia due to other Gram-negative bacteria
Pneumonia,J156,0,Pneumonia due to other Gram-negative bacteria
Pneumonia,J157,0,Pneumonia due to Mycoplasma pneumoniae
Pneumonia,J157,0,Pneumonia due to Mycoplasma pneumoniae
Pneumonia,J158,0,Pneumonia due to other specified bacteria
Pneumonia,J158,0,Pneumonia due to other specified bacteria
Pneumonia,J159,0,Unspecified bacterial pneumonia
Pneumonia,J159,0,Unspecified bacterial pneumonia
Pneumonia,J160,0,Chlamydial pneumonia
Pneumonia,J160,0,Chlamydial pneumonia
Pneumonia,J168,0,Pneumonia due to other specified infectious organisms
Pneumonia,J17,0,Pneumonia in diseases classified elsewhere
Pneumonia,J180,0,"Bronchopneumonia, unspecified organism"
Pneumonia,J181,0,"Lobar pneumonia, unspecified organism"
Pneumonia,J188,0,"Other pneumonia, unspecified organism"
Pneumonia,J189,0,"Pneumonia, unspecified organism"
Bacterial infection (other),J200,0,Acute bronchitis due to Mycoplasma pneumoniae
Bacterial infection (other),J200,0,Acute bronchitis due to Mycoplasma pneumoniae
Bacterial infection (other),J201,0,Acute bronchitis due to Hemophilus influenzae
Bacterial infection (other),J201,0,Acute bronchitis due to Hemophilus influenzae
Bacterial infection (other),J202,0,Acute bronchitis due to streptococcus
Bacterial infection (other),J202,0,Acute bronchitis due to streptococcus
Bronchitis (acute),J203,0,Acute bronchitis due to coxsackievirus
Bronchitis (acute),J203,0,Acute bronchitis due to coxsackievirus
Bronchitis (acute),J204,0,Acute bronchitis due to parainfluenza virus
Bronchitis (acute),J204,0,Acute bronchitis due to parainfluenza virus
Bronchitis (acute),J205,0,Acute bronchitis due to respiratory syncytial virus
Bronchitis (acute),J205,0,Acute bronchitis due to respiratory syncytial virus
Bronchitis (acute),J206,0,Acute bronchitis due to rhinovirus
Bronchitis (acute),J206,0,Acute bronchitis due to rhinovirus
Bronchitis (acute),J207,0,Acute bronchitis due to echovirus
Bronchitis (acute),J207,0,Acute bronchitis due to echovirus
Bronchitis (acute),J208,0,Acute bronchitis due to other specified organisms
Bronchitis (acute),J209,0,"Acute bronchitis, unspecified"
Bronchitis (acute),J210,0,Acute bronchiolitis due to respiratory syncytial virus
Bronchitis (acute),J210,0,Acute bronchiolitis due to respiratory syncytial virus
Bronchitis (acute),J211,0,Acute bronchiolitis due to human metapneumovirus
Bronchitis (acute),J211,0,Acute bronchiolitis due to human metapneumovirus
Bronchitis (acute),J218,0,Acute bronchiolitis due to other specified organisms
Bronchitis (acute),J219,0,"Acute bronchiolitis, unspecified"
Sinusitis,J320,0,Chronic maxillary sinusitis
Sinusitis,J321,0,Chronic frontal sinusitis
Sinusitis,J322,0,Chronic ethmoidal sinusitis
Sinusitis,J323,0,Chronic sphenoidal sinusitis
Sinusitis,J324,0,Chronic pansinusitis
Sinusitis,J328,0,Other chronic sinusitis
Sinusitis,J329,0,"Chronic sinusitis, unspecified"
URI (other),J390,0,Retropharyngeal and parapharyngeal abscess
URI (other),J391,0,Other abscess of pharynx
Bronchitis (acute),J40,0,"Bronchitis, not specified as acute or chronic"
Asthma,J4520,0,"Mild intermittent asthma, uncomplicated"
Asthma,J4521,0,Mild intermittent asthma with (acute) exacerbation
Asthma,J4522,0,Mild intermittent asthma with status asthmaticus
Asthma,J4530,0,"Mild persistent asthma, uncomplicated"
Asthma,J4531,0,Mild persistent asthma with (acute) exacerbation
Asthma,J4532,0,Mild persistent asthma with status asthmaticus
Asthma,J4540,0,"Moderate persistent asthma, uncomplicated"
Asthma,J4541,0,Moderate persistent asthma with (acute) exacerbation
Asthma,J4542,0,Moderate persistent asthma with status asthmaticus
Asthma,J4550,0,"Severe persistent asthma, uncomplicated"
Asthma,J4551,0,Severe persistent asthma with (acute) exacerbation
Asthma,J4552,0,Severe persistent asthma with status asthmaticus
Asthma,J45901,0,Unspecified asthma with (acute) exacerbation
Asthma,J45902,0,Unspecified asthma with status asthmaticus
Asthma,J45909,0,"Unspecified asthma, uncomplicated"
Asthma,J45990,0,Exercise induced bronchospasm
Asthma,J45991,0,Cough variant asthma
Asthma,J45998,0,Other asthma
Pneumonia,J851,0,Abscess of lung with pneumonia
Pneumonia,J95851,0,Ventilator associated pneumonia
Pneumonia,J95851,0,Ventilator associated pneumonia
Bacterial infection (other),K652,0,Spontaneous bacterial peritonitis
Bacterial infection (other),K652,0,Spontaneous bacterial peritonitis
SSTI,L00,0,Staphylococcal scalded skin syndrome
SSTI,L0100,0,"Impetigo, unspecified"
SSTI,L0101,0,Non-bullous impetigo
SSTI,L0102,0,Bockharts impetigo
SSTI,L0103,0,Bullous impetigo
SSTI,L0109,0,Other impetigo
SSTI,L011,0,Impetiginization of other dermatoses
SSTI,L0201,0,Cutaneous abscess of face
SSTI,L0202,0,Furuncle of face
SSTI,L0203,0,Carbuncle of face
SSTI,L0211,0,Cutaneous abscess of neck
SSTI,L0212,0,Furuncle of neck
SSTI,L0213,0,Carbuncle of neck
SSTI,L02211,0,Cutaneous abscess of abdominal wall
SSTI,L02212,0,"Cutaneous abscess of back [any part, except buttock]"
SSTI,L02213,0,Cutaneous abscess of chest wall
SSTI,L02214,0,Cutaneous abscess of groin
SSTI,L02215,0,Cutaneous abscess of perineum
SSTI,L02216,0,Cutaneous abscess of umbilicus
SSTI,L02219,0,"Cutaneous abscess of trunk, unspecified"
SSTI,L02221,0,Furuncle of abdominal wall
SSTI,L02222,0,"Furuncle of back [any part, except buttock]"
SSTI,L02223,0,Furuncle of chest wall
SSTI,L02224,0,Furuncle of groin
SSTI,L02225,0,Furuncle of perineum
SSTI,L02226,0,Furuncle of umbilicus
SSTI,L02229,0,"Furuncle of trunk, unspecified"
SSTI,L02231,0,Carbuncle of abdominal wall
SSTI,L02232,0,"Carbuncle of back [any part, except buttock]"
SSTI,L02233,0,Carbuncle of chest wall
SSTI,L02234,0,Carbuncle of groin
SSTI,L02235,0,Carbuncle of perineum
SSTI,L02236,0,Carbuncle of umbilicus
SSTI,L02239,0,"Carbuncle of trunk, unspecified"
SSTI,L0231,0,Cutaneous abscess of buttock
SSTI,L0232,0,Furuncle of buttock
SSTI,L0233,0,Carbuncle of buttock
SSTI,L02411,0,Cutaneous abscess of right axilla
SSTI,L02412,0,Cutaneous abscess of left axilla
SSTI,L02413,0,Cutaneous abscess of right upper limb
SSTI,L02414,0,Cutaneous abscess of left upper limb
SSTI,L02415,0,Cutaneous abscess of right lower limb
SSTI,L02416,0,Cutaneous abscess of left lower limb
SSTI,L02419,0,"Cutaneous abscess of limb, unspecified"
SSTI,L02421,0,Furuncle of right axilla
SSTI,L02422,0,Furuncle of left axilla
SSTI,L02423,0,Furuncle of right upper limb
SSTI,L02424,0,Furuncle of left upper limb
SSTI,L02425,0,Furuncle of right lower limb
SSTI,L02426,0,Furuncle of left lower limb
SSTI,L02429,0,"Furuncle of limb, unspecified"
SSTI,L02431,0,Carbuncle of right axilla
SSTI,L02432,0,Carbuncle of left axilla
SSTI,L02433,0,Carbuncle of right upper limb
